Date,Open,High,Low,Close,Volume
2024-01-16,100.66057963834675,102.41115690943528,100.4838045301673,101.25455409208878,1001.7560271771189
2024-01-17,103.76600089948427,104.18824554426502,102.45156550503278,102.80889144960413,1003.4929731517769
2024-01-18,102.0811087215255,102.65852908587263,101.30567679368998,102.2274200600259,1002.3568549944646
2024-01-19,101.09505678581593,103.47543947763391,101.04385602815915,103.3005184109951,1010.685611396601
2024-01-20,101.44775556456169,101.73360847004587,100.03573521558336,100.48841443758191,1002.1877031234495
2024-01-21,101.86455811312138,102.67263253604271,99.83892774671146,100.4586659810569,1009.1563273747827
2024-01-22,99.32212945039026,99.9468988770862,98.77203390099208,99.79954890805705,1001.2852621089248
2024-01-23,100.42169512129135,100.96385493851815,99.18903507141475,99.53290041830539,1007.9284166966419
2024-01-24,99.8499034258056,101.72679389702664,99.34297395312547,101.4338410857515,1004.5875721663065
2024-01-25,103.49082674662743,103.73083157975591,101.87240171584314,102.12613161179586,1007.3165884534177
2024-01-26,101.91275486553849,102.827070208902,100.59130270310165,101.20805891285983,1010.1718002142811
2024-01-27,102.73247611609605,103.22953673946098,101.9644708611206,102.24159333009315,1011.5352742484947
2024-01-28,103.12677296280194,103.76247411004891,99.86265422575856,99.92789245130686,1002.242555128494
2024-01-29,100.5694677035553,102.1961049564895,99.454735073041,101.92311975105851,1003.8870266370524
2024-01-30,100.4940293580833,101.81660929408656,100.09474632705748,101.56618432557957,1003.8495057483502
2024-01-31,101.77474223426258,102.0248502130869,100.21310143772777,100.50867847992164,1010.9763621109909
2024-02-01,101.70845645708283,101.88740267138492,100.43600674509982,101.51360211272859,1003.1548399207402
2024-02-02,100.40040405914758,101.19171752448442,98.98010035955605,100.8859944806557,1001.3093335962388
2024-02-03,101.36197386818203,101.38213010881023,99.91395300426844,99.95910718935492,1018.4743158436396
2024-02-04,101.37500226558522,102.26356280592088,100.253201043073,101.11991715552705,1005.6394977451508
2024-02-05,101.66844541384303,104.53121642169761,101.22095905079235,103.4436222829246,1016.4284171935749
2024-02-06,100.43773078163467,101.32268058334371,99.26964240996708,100.94151860504005,1000.5142223110452
2024-02-07,99.63168250767686,100.7898518017901,98.01526901521099,98.59445223510525,1002.4154613715426
2024-02-08,99.58252317741683,101.66889026214396,98.38194390394432,100.6818486450628,1001.3847539389923
2024-02-09,101.51407408234388,102.51941106066757,99.59462806485658,99.98602955088363,1002.2273850492489
2024-02-10,101.58495842580915,101.76190954208671,100.58335502678804,100.80492864998915,1005.3576356351978
2024-02-11,104.54782456459336,105.06263395078862,102.49205442308296,103.24680015020316,1005.9031345280683
2024-02-12,105.35643747644542,107.1054432607341,104.7068675025829,106.77488349536347,1014.2259473699046
2024-02-13,105.04275190445573,105.68546408469118,104.87449473914558,104.93517484933471,1002.5586398111249
2024-02-14,106.75773669727903,107.92155675945165,105.89923464626388,106.109854882528,1020.4012687494221
2024-02-15,106.42785583919226,106.81296962411142,106.07806463103589,106.25614684001735,1005.3550037056907
2024-02-16,107.83933417410242,109.0645350447445,106.85397159649548,107.21301319736133,1006.422990957426
2024-02-17,107.25481787496477,108.72026055019427,106.54383311236087,108.40697735674858,1001.1529382945914
2024-02-18,107.45345363747948,109.13044067130964,106.58062166338786,108.67337307594043,1007.9035153902618
2024-02-19,105.41775791093764,106.98524805831352,105.01054411863065,106.57457416633018,1028.8954861799104
2024-02-20,108.00694229933289,108.53460312903846,107.60606846199423,107.86110813765896,1005.6922691536995
2024-02-21,105.68672977977788,105.75162735511742,103.6580809217122,105.48936997602213,1014.0044889444381
2024-02-22,105.69178484989557,107.47781701041707,105.64083082528269,106.60714267300641,1008.0830858344698
2024-02-23,106.3988677651949,106.5715998815667,105.24345056673612,105.27943389803686,1004.8870026070437
2024-02-24,109.80440595694205,109.95795724647729,107.09075739889465,107.62494287740267,1006.3932500109717
2024-02-25,107.91457964014353,109.12055751811708,106.94310852356104,108.41659081835303,1002.5087592688071
2024-02-26,106.7340901080654,109.00997450006152,105.72474534608183,108.6798742892863,1006.8839646029109
2024-02-27,111.5526062773511,111.95773807392506,108.39420843633813,109.43403240449088,1005.3075209921409
2024-02-28,112.10203162958992,112.15207847969994,107.98911063782832,110.67967884981768,1007.6829073100072
2024-02-29,110.01526120414636,113.61996300720445,109.65217413555575,112.41420149944375,1000.9805543296457
2024-03-01,112.25562440480839,114.47639492270658,111.42927540619257,114.46760976744021,1003.4657760569745
2024-03-02,113.3267279410379,114.22793668985796,113.23024382127383,113.89878605785191,1004.9659800589078
2024-03-03,115.48802714153892,120.16904919456168,115.35655693272528,118.43508161070389,1004.4123790486343
